borrower_id,borrower_name,anzsic_division,period,revenue,ebitda,ebit,npat,operating_cash_flow,cash,debtors,inventory,current_assets,current_liabilities,total_assets,total_debt,interest_expense,share_capital,net_worth,scheduled_principal,capex,dividends,intangible_assets,lease_fixed_charges,tax_paid
43,Peak Services Pty Ltd,Construction,FY0,24040674,1315498,709990,118598,885687,1003407,2138769,2849913,6844661,10978367,11759561,7569679,549971,1268379,3778078,678575,552955,20456,286776,204878,41421
44,Vanguard Enterprises Pty Ltd,Construction,FY-2,6014079,666532,594027,344153,381680,685935,625300,872892,2280596,2154992,3820176,1917021,133852,571111,1156000,180795,186475,55540,49665,58485,116023
44,Vanguard Enterprises Pty Ltd,Construction,FY-1,4865708,453583,394922,200874,184066,554958,505900,706216,1845122,1683903,3090724,1809277,126328,655604,1362492,125229,104920,32436,121129,49135,67720
44,Vanguard Enterprises Pty Ltd,Construction,FY0,5264736,601554,538082,313249,400571,600469,547389,764131,1996438,1983070,3344190,1707587,119228,732820,1483016,178249,194773,44395,147008,42761,105605
45,Peak Holdings Pty Ltd,Manufacturing,FY-2,23497519,2767077,2128150,1183559,1522981,1106080,4791503,1675337,8283151,11404474,15666441,6921197,482186,1594965,3399765,474091,679731,132073,186351,221130,462406
45,Peak Holdings Pty Ltd,Manufacturing,FY-1,26284189,3662106,2947407,1797312,2536936,1237254,5359747,1874022,9265485,10651010,17524390,6429077,447901,1660459,4109900,444644,1026647,338810,376139,240330,702194
45,Peak Holdings Pty Ltd,Manufacturing,FY0,24246300,2737195,2077908,1194985,1556547,1141326,4944190,1728723,8547105,11061514,16165674,5971948,416054,2430953,5188287,604672,800513,177965,252047,247767,466870
46,Peak Enterprises Pty Ltd,Retail Trade,FY-2,3865177,296311,222367,98175,141740,185617,482008,390237,1187286,1096511,2245254,1153825,86668,294453,690440,70353,80577,11258,51542,37681,37524
46,Peak Enterprises Pty Ltd,Retail Trade,FY-1,4675545,457110,367663,207596,283490,224534,583065,472053,1436211,1282949,2715991,1074652,80721,364056,749346,93656,135117,27741,79285,29499,79346
46,Peak Enterprises Pty Ltd,Retail Trade,FY0,4235877,471641,390604,228201,317641,203419,528236,427663,1301156,1209707,2460591,1000911,75182,433632,873903,110660,131057,45358,120869,23370,87221
47,Apex Group Pty Ltd,Transport & Logistics,FY-2,22146301,3422827,2977888,1643510,2133940,940898,2329412,1944993,5697098,8415660,10666104,9188117,654006,871802,2357674,572776,602955,199494,208401,289440,680372
47,Apex Group Pty Ltd,Transport & Logistics,FY-1,21937527,3214036,2773291,1520505,1856370,932028,2307452,1926657,5643392,7525330,10565554,8757239,623336,1482466,3343780,785314,812839,288910,421401,315222,629451
47,Apex Group Pty Ltd,Transport & Logistics,FY0,24183196,3765511,3279649,1899287,2701525,1027437,2543658,2123883,6221086,9564915,11647113,8346567,594104,1673925,4256083,562861,760296,255008,177386,267595,786257
48,Alpha Industries Pty Ltd,Construction,FY-2,44247264,3399314,2414273,1330450,1692970,2452862,3815745,3779103,10992771,16052915,18515738,9005698,635649,1591308,3525820,1024220,1331152,236014,782400,262980,448174
48,Alpha Industries Pty Ltd,Construction,FY-1,38776508,2711963,1848713,943374,1039721,2149589,3343964,3311853,9633619,12899387,16226442,8324326,587556,2154097,4324090,716399,1187976,166482,362473,579425,317784
48,Alpha Industries Pty Ltd,Construction,FY0,48729785,3474425,2389593,1381216,2338590,2701352,4202303,4161950,12106407,14891999,20391497,7694507,543101,2375154,4890114,815714,1281186,254734,961861,618912,465275
49,Swift Solutions Pty Ltd,Retail Trade,FY-2,3922844,320480,248757,139075,200630,259789,754674,398076,1510905,1860136,2950886,826208,58337,297171,776549,57999,154542,25564,60605,41734,51344
49,Swift Solutions Pty Ltd,Retail Trade,FY-1,3970045,334227,261640,150483,225559,262915,763754,402865,1529085,1893672,2986392,787464,55602,399710,859994,85907,141709,17187,140910,48476,55556
49,Swift Solutions Pty Ltd,Retail Trade,FY0,3925556,370112,298338,179190,255185,259968,755196,398351,1511950,1847151,2952926,750538,52994,333877,950284,71338,154478,27353,43135,21938,66154
50,Vanguard Solutions Pty Ltd,Professional Services,FY-2,20765728,4072128,3492877,2189025,2613807,2280130,4266330,259061,7313684,6509504,20140858,5118619,427432,1591310,4288865,507889,494243,373288,277155,285792,876420
50,Vanguard Solutions Pty Ltd,Professional Services,FY-1,21897327,3948441,3337625,2090184,2586798,2404382,4498817,273178,7712233,6417175,21238405,4916966,410593,2187634,5602279,395034,831387,223055,1019317,139370,836847
50,Vanguard Solutions Pty Ltd,Professional Services,FY0,23844336,4244956,3579828,2274692,2714740,2618169,4898831,297468,8397969,8606968,23126826,4723258,394418,2627590,6856390,469150,597686,236284,923699,195562,910719
51,Coastal Logistics Pty Ltd,Transport & Logistics,FY-2,14687265,1499482,1168445,578739,923112,1520041,2152353,2269158,6114297,7159019,10600310,4362683,354931,904871,2781541,489245,506250,93318,197704,135156,234774
51,Coastal Logistics Pty Ltd,Transport & Logistics,FY-1,14190886,1160826,840977,356059,761733,1468669,2079610,2192469,5907655,6841295,10242055,4185021,340478,1408904,3128784,260249,530558,62473,454889,97648,144441
51,Coastal Logistics Pty Ltd,Transport & Logistics,FY0,13624342,1342827,1035747,504484,958823,1410035,1996586,2104939,5671803,6451582,9833161,4014595,326612,1342100,3342420,374848,443867,92949,353364,114311,204651
52,Delta Group Pty Ltd,Construction,FY-2,16239775,1820670,1428257,760096,895569,1632426,2795345,2578563,7398511,8269155,15031140,5726640,412118,1943868,4052900,514122,449739,97860,190582,123866,256043
52,Delta Group Pty Ltd,Construction,FY-1,15017354,1773356,1410481,758655,1009707,1509548,2584930,2384466,6841601,8727644,13899696,5506407,396269,2249978,4508958,634089,354622,89107,363212,223162,255557
52,Delta Group Pty Ltd,Construction,FY0,15697762,2094562,1715246,998026,1368754,1577943,2702048,2492501,7151581,8319445,14529466,5294643,381029,1567424,4964151,328032,424505,176059,191950,111291,336191
53,Highland Trading Pty Ltd,Manufacturing,FY-2,28915928,4784020,3992743,2567071,3688417,3151947,4956787,1794842,10917539,17352608,20168211,8454812,530671,2017460,5236770,956916,867860,469955,414108,295360,895001
53,Highland Trading Pty Ltd,Manufacturing,FY-1,33508350,5604668,4687721,3103660,4423612,3652538,5744023,2079898,12651460,20407120,23371322,7997705,501981,3111361,6777013,799073,1333024,326427,625019,322427,1082081
53,Highland Trading Pty Ltd,Manufacturing,FY0,35554653,5912964,4940020,3310859,4132125,3875593,6094802,2206914,13424065,22374810,24798572,7565311,474841,3436501,8639208,764950,817849,489229,611613,294001,1154320
54,Pacific Holdings Pty Ltd,Retail Trade,FY-2,9773028,1228926,965510,607484,879174,853876,1704609,612474,3490363,4531921,6516787,2534966,152972,397697,1224493,197334,350318,109698,242919,101389,205054
54,Pacific Holdings Pty Ltd,Retail Trade,FY-1,7834657,883295,672125,391459,819448,684519,1366519,490997,2798088,3411516,5224255,2461361,148530,653153,1588983,196385,274695,48825,255903,77337,132136
54,Pacific Holdings Pty Ltd,Retail Trade,FY0,8552862,1035273,804745,493835,795739,747269,1491788,536006,3054590,4178004,5703164,2389893,144217,764724,1823859,277028,323733,76835,152140,51940,166692
55,Coastal Engineering Pty Ltd,Transport & Logistics,FY-2,6425475,608433,450918,236389,376317,748939,783571,843074,2553092,2583246,4559885,1395325,118973,354280,868572,137430,134816,37472,143638,49679,95556
55,Coastal Engineering Pty Ltd,Transport & Logistics,FY-1,7202968,805058,628485,368052,601553,839562,878384,945088,2862020,3077697,5111639,1309498,111655,400398,1010405,140659,202299,60998,175063,74003,148779
55,Coastal Engineering Pty Ltd,Transport & Logistics,FY0,6849594,632159,464248,255984,318900,798373,835291,898722,2721611,3262813,4860864,1228949,104787,510118,1231236,119805,216855,44035,68284,94044,103477
56,Nova Industries Pty Ltd,Construction,FY-2,9972444,1294633,1127377,616177,937995,1152131,1056973,954495,3414453,5324184,6772500,3107040,276318,949743,2062234,289375,390740,118510,202796,144650,234882
56,Nova Industries Pty Ltd,Construction,FY-1,12356669,1634651,1427407,847776,1001178,1427584,1309676,1182697,4230785,5503108,8391679,2883810,256465,783484,2431941,209666,346515,159693,95288,164239,323165
56,Nova Industries Pty Ltd,Construction,FY0,10449622,1162745,987486,542609,728415,1207260,1107549,1000167,3577833,5368057,7096562,2676618,238039,1240148,2940606,292198,219639,82593,264848,81214,206838
57,Vanguard Engineering Pty Ltd,Professional Services,FY-2,23552443,5024773,4679620,2900416,3063253,2660871,3004659,404043,6411785,5904444,14409694,9636722,665589,1753985,4003626,830872,746897,293637,448167,158491,1113616
57,Vanguard Engineering Pty Ltd,Professional Services,FY-1,24759803,4975883,4613036,2866131,3119909,2797274,3158686,424756,6740470,6664917,15148372,9359667,646453,1742097,5743875,752358,882175,432710,378878,202948,1100452
57,Vanguard Engineering Pty Ltd,Professional Services,FY0,26895868,5385199,4991050,3152702,3902550,3038599,3431190,461400,7321981,6917051,16455245,9090577,627867,3669221,7463554,681698,740864,475172,802971,213543,1210481
58,Nova Holdings Pty Ltd,Professional Services,FY-2,13483446,2765481,2505595,1611705,1919968,1245866,1176805,36923,2997134,5180193,6463537,2801168,244073,778036,1770901,242904,519431,173539,181261,187842,649818
58,Nova Holdings Pty Ltd,Professional Services,FY-1,14446894,2865020,2586565,1679334,2088571,1334888,1260893,39561,3211292,5277817,6925383,2641333,230146,1291734,2737923,211469,296455,200618,180717,166510,677086
58,Nova Holdings Pty Ltd,Professional Services,FY0,13385364,2613791,2355796,1524232,1741117,1236803,1168245,36655,2975332,4377412,6416520,2490618,217014,1215265,3745524,174243,491564,153017,261194,83580,614550
59,Vanguard Solutions Pty Ltd,Construction,FY-2,9880397,1384545,1136851,711157,1008231,1006137,1810053,1075028,4070390,4578059,10869952,2054088,173710,1740469,3538119,133404,310484,95480,382688,95287,251984
59,Vanguard Solutions Pty Ltd,Construction,FY-1,11102926,1474999,1196658,758991,850902,1130629,2034016,1208044,4574031,4977832,12214921,1995240,168733,1370506,3964813,179160,315877,97800,376696,78751,268933
59,Vanguard Solutions Pty Ltd,Construction,FY0,12499104,1798971,1485629,975928,1275743,1272804,2289790,1359954,5149209,5587030,13750930,1938077,163899,2149834,4420208,219518,390066,121143,373251,165355,345801
60,Beta Engineering Pty Ltd,Manufacturing,FY-2,38098156,6714272,5724673,3159143,4420382,3247383,7485265,3734354,14969070,19106521,27797470,13949446,1391094,3183284,6902725,1324081,1199955,457215,1187325,495496,1174435
60,Beta Engineering Pty Ltd,Manufacturing,FY-1,40119004,6704681,5662590,3185664,3582567,3419635,7882308,3932436,15763077,22248652,29271937,12962097,1292632,4214632,8798211,1167353,1177311,445561,1165782,543071,1184294
60,Beta Engineering Pty Ltd,Manufacturing,FY0,43616767,7868214,6735269,4034336,4808445,3717774,8569524,4275284,17137376,23699119,31824002,12044632,1201138,3363063,10709610,1063886,1408195,593806,752801,285032,1499794
61,Apex Group Pty Ltd,Construction,FY-2,45654478,3712236,2456063,777803,1883677,3242797,7629157,5167038,17608087,17142962,31589559,20395505,1359047,4350518,8799611,1904719,1040464,116918,764823,566488,319213
61,Apex Group Pty Ltd,Construction,FY-1,55969848,3948537,2408539,813959,2234208,3975489,9352922,6334501,21586535,22795660,38727042,18917014,1260528,3238118,9266293,1716480,2082709,162049,1022923,719050,334052
61,Apex Group Pty Ltd,Construction,FY0,53282446,4254770,2788715,1148299,2968304,3784605,8903840,6030349,20550054,19820713,36867556,17545700,1169151,3413491,9754669,1902776,1306909,116224,616334,339230,471265
62,Sigma Corp Pty Ltd,Retail Trade,FY-2,27108435,2797936,2428435,1252488,1745060,1531676,3433148,3810811,9198523,10996121,23546464,9011015,748021,1863934,3912412,711382,920835,207010,654842,404187,427927
62,Sigma Corp Pty Ltd,Retail Trade,FY-1,28138822,2369546,1986001,957513,1687972,1589895,3563641,3955660,9548158,10459665,24441461,8448712,701343,2143080,4663904,543652,942174,183757,904671,186218,327145
62,Sigma Corp Pty Ltd,Retail Trade,FY0,27419190,2569314,2195577,1146340,1459316,1549234,3472504,3854496,9303970,12355463,23816387,7921497,657578,2482677,5238412,924346,836336,126157,1039462,356316,391660
63,Alpha Logistics Pty Ltd,Manufacturing,FY-2,39671804,5258663,4779964,2719115,2965583,1825345,5145774,5807791,14056142,11905985,27470699,14259931,979163,3566242,7853792,1012861,842077,338466,1234247,209583,1081686
63,Alpha Logistics Pty Ltd,Manufacturing,FY-1,38433387,5112563,4648809,2654065,2975344,1768364,4985141,5626492,13617358,12713353,26613159,13674067,938934,4739270,9485261,956435,1226685,352667,1004386,406884,1055809
63,Alpha Logistics Pty Ltd,Manufacturing,FY0,40304623,5715136,5228802,3096593,3218248,1854462,5227856,5900433,14280357,13065981,27908895,13112272,900359,4414381,11077700,822111,902037,536029,323683,315398,1231850
64,Swift Engineering Pty Ltd,Professional Services,FY-2,11995896,3126029,2828753,1767105,2274627,1097066,2208181,224749,3883812,4479743,7897932,3794339,350979,655181,1876925,413214,295712,243237,375798,149684,710670
64,Swift Engineering Pty Ltd,Professional Services,FY-1,13491942,3304543,2970193,1876287,2322042,1233884,2483570,252778,4368174,5724769,8882909,3668369,339327,1004182,2937188,290719,287165,258972,323646,129239,754579
64,Swift Engineering Pty Ltd,Professional Services,FY0,14884417,3508290,3139432,2005020,2488473,1361231,2739894,278867,4819004,6767837,9799695,3546580,328061,1696548,4062960,374101,526166,286982,267211,136107,806351
65,Core Holdings Pty Ltd,Retail Trade,FY-2,5814756,400705,270285,105907,199442,307889,857187,319248,1558793,1708303,2624484,1828356,127952,285569,887793,132082,230413,21040,66552,87051,36427
65,Core Holdings Pty Ltd,Retail Trade,FY-1,5896387,413783,281532,116295,227058,312211,869221,323729,1580676,1723756,2661328,1789566,125237,309538,951337,174276,190767,12658,125747,51837,40000
65,Core Holdings Pty Ltd,Retail Trade,FY0,6704077,535105,384739,195066,317241,354978,988287,368074,1797198,2252692,3025878,1751599,122580,336262,1021114,149245,215910,38516,48321,77015,67093
66,Vanguard Group Pty Ltd,Transport & Logistics,FY-2,6073638,793670,677512,404781,471021,272095,619795,781515,1841606,2039815,4079527,1450059,136560,322403,781341,106360,178783,50380,87074,78857,136170
66,Vanguard Group Pty Ltd,Transport & Logistics,FY-1,6777349,882028,752412,464368,700753,303620,691606,872064,2054981,1876735,4552194,1399818,131829,487915,1024210,152430,179137,46956,121685,98793,156215
66,Vanguard Group Pty Ltd,Transport & Logistics,FY0,6710844,967796,839451,532915,657165,300641,684820,863507,2034815,2292243,4507524,1351318,127261,564603,1302831,94753,145744,105870,103566,92294,179275
67,Atlas Group Pty Ltd,Manufacturing,FY-2,14213770,1675154,1257327,746241,1278993,1308591,1489499,1509593,4504479,4224405,10661494,3200804,224972,1485021,3126229,222841,312564,92630,457114,151094,286114
67,Atlas Group Pty Ltd,Manufacturing,FY-1,14614946,1647075,1217455,726450,1074160,1345525,1531539,1552201,4631615,4607008,10962409,3023061,212479,1510794,3573974,292102,469505,77055,245358,142187,278526
67,Atlas Group Pty Ltd,Manufacturing,FY0,15103153,1616134,1172163,702240,933784,1390471,1582699,1604052,4786333,4381119,11328604,2855189,200680,1426075,4009844,306795,322106,108769,362042,174459,269244
68,Swift Logistics Pty Ltd,Retail Trade,FY-2,29439567,1889767,1139400,351283,1015273,2847264,4953797,2511981,11444829,16743883,23772110,10230141,646343,2278328,6279311,755048,1094964,62876,825164,334298,141775
68,Swift Logistics Pty Ltd,Retail Trade,FY-1,34085675,2519514,1650726,727851,1551612,3296615,5735598,2908418,13251035,20998343,27523789,9957559,629121,2130420,6490081,1186163,1092389,77477,280726,299858,293754
68,Swift Logistics Pty Ltd,Retail Trade,FY0,39049864,4131592,3136275,1798186,2882209,3776730,6570922,3331996,15180897,29195427,31532314,9692239,612358,2447836,6926791,992155,1076205,225473,547792,556180,725732
69,Southern Services Pty Ltd,Professional Services,FY-2,19238844,4622669,4392748,2758373,3261927,1449687,2221452,315084,4319715,3720955,7790089,6966617,589266,899565,2308401,672477,698664,525969,113395,242593,1045108
69,Southern Services Pty Ltd,Professional Services,FY-1,18967195,5109298,4882623,3142262,3408870,1429218,2190086,310636,4258722,4186978,7680094,6500061,549803,1201914,3963425,494252,653822,420274,279345,154825,1190558
69,Southern Services Pty Ltd,Professional Services,FY0,19443308,4772974,4540609,2920928,3461665,1465094,2245061,318433,4365624,4352212,7872879,6064750,512982,2882296,5848783,444650,726827,470550,324652,137126,1106698
70,Swift Industries Pty Ltd,Professional Services,FY-2,14576710,4514400,4254854,2869593,3006557,1336891,2412979,132378,4109655,3820063,9428241,3854399,378225,966095,2265227,275301,370426,382338,142886,135096,1007036
70,Swift Industries Pty Ltd,Professional Services,FY-1,16129198,4817896,4530707,3082242,3413456,1479276,2669972,146477,4547353,4273593,10432394,3738010,366804,1323274,3986983,267568,410596,410324,391798,225987,1081661
70,Swift Industries Pty Ltd,Professional Services,FY0,15110946,4337827,4068769,2748501,3002473,1385888,2501414,137230,4260274,4147826,9773786,3625136,355728,2536852,5836328,335341,351233,399681,466775,90411,964540
71,Peak Trading Pty Ltd,Retail Trade,FY-2,23547582,2458952,1754401,940977,1827009,1608505,1937812,2834815,6704054,10514032,18070547,5084297,435113,1905636,3838555,489354,807646,103149,694459,127200,378311
71,Peak Trading Pty Ltd,Retail Trade,FY-1,30309999,3241606,2334722,1376494,2667596,2070436,2494314,3648920,8629331,12248135,23260063,4730326,404820,2170191,4403142,563833,970408,163605,1148661,414339,553407
71,Peak Trading Pty Ltd,Retail Trade,FY0,32039209,3483816,2525193,1532449,2216440,2188556,2636617,3857094,9121641,13676674,24587068,4400999,376636,1717814,5229038,441504,1083340,164989,912683,277036,616107
72,Alpha Logistics Pty Ltd,Manufacturing,FY-2,29303835,3546396,2827274,1447351,2121570,2473268,4749187,2851877,10450094,14823192,28180288,12190941,872051,3830332,7887057,1163172,622748,195639,681740,243398,507872
72,Alpha Logistics Pty Ltd,Manufacturing,FY-1,32839878,4318527,3512629,1973144,2508399,2771713,5322263,3196008,11711089,17349306,31580754,11842305,847113,3356328,8755468,814587,728709,335685,332221,254261,692372
72,Alpha Logistics Pty Ltd,Manufacturing,FY0,35156530,4967834,4105085,2429642,2853376,2967240,5697716,3421466,12537234,17966894,33808582,11503640,822887,2988995,9939354,1206434,770177,435064,717538,461208,852556
73,Swift Enterprises Pty Ltd,Retail Trade,FY-2,6753137,420709,338034,141145,260737,574268,823210,1034803,2686029,3889734,6723084,2225672,148163,864362,2190950,209033,171654,25463,254433,56638,48726
73,Swift Enterprises Pty Ltd,Retail Trade,FY-1,7205925,414746,326528,135454,263651,612772,878405,1104185,2866123,3568501,7173857,2167814,144312,1124783,2275637,135659,214589,14919,92335,52465,46762
73,Swift Enterprises Pty Ltd,Retail Trade,FY0,6839145,382130,298402,117335,247338,581582,833694,1047982,2720238,3467953,6808710,2111460,140560,967753,2356910,136736,141886,15356,198020,47107,40506
74,Nova Enterprises Pty Ltd,Construction,FY-2,57334821,6049772,4536349,2378870,3695724,5223115,5378531,4340024,16596026,21857915,39525150,18396861,1342108,4184676,10505995,1386320,2013936,244186,470134,630465,815371
74,Nova Enterprises Pty Ltd,Construction,FY-1,59404813,6999584,5431521,3097515,4950536,5411688,5572716,4496714,17195202,19962474,40952149,17440197,1272316,4742258,11933317,2092205,1778556,601695,510895,339537,1061691
74,Nova Enterprises Pty Ltd,Construction,FY0,69921029,7229717,5384066,3111446,5181159,6369699,6559233,5292751,20239206,24272176,48201758,16533280,1206154,6802948,13791826,1704935,2068575,410454,531186,1002240,1066466
75,Coastal Engineering Pty Ltd,Professional Services,FY-2,16182695,4397739,4231878,2715242,3022273,1869614,2340563,98886,4604382,7928641,9820941,4992506,459580,1149881,3207768,476173,589624,408100,111121,134145,1057056
75,Coastal Engineering Pty Ltd,Professional Services,FY-1,18317027,4617578,4429841,2878395,3100172,2116196,2649259,111928,5211653,7495375,11116222,4680669,430874,1954859,4836914,498168,424076,481235,162786,182344,1120572
75,Coastal Engineering Pty Ltd,Professional Services,FY0,20948106,5513845,5299141,3523475,3978952,2420169,3029802,128005,5960261,10469961,12712969,4388311,403961,2415716,6563951,366699,462329,632649,146821,179382,1371705
76,Titan Industries Pty Ltd,Professional Services,FY-2,13054010,2484236,2271534,1452811,1600929,1051891,2449232,58360,3856201,6096015,7299070,3688795,316854,1143107,2359462,375955,439985,209099,289173,79652,501869
76,Titan Industries Pty Ltd,Professional Services,FY-1,14800667,3075588,2834426,1885695,2208846,1192636,2776945,66168,4372170,6174033,8275703,3461408,297323,1329186,3231149,409992,458518,239203,389597,176418,651408
76,Titan Industries Pty Ltd,Professional Services,FY0,15407465,2836836,2585786,1714517,1875742,1241532,2890794,68881,4551420,6980324,8614990,3248038,278995,1485609,4362566,200406,599205,195161,111920,176872,592275
77,Nova Group Pty Ltd,Professional Services,FY-2,14038749,3780123,3611430,2390951,2628152,1516503,2515644,22040,4557098,6000001,9740835,5120094,411896,775081,1629368,408210,438719,298367,329723,75870,808583
77,Nova Group Pty Ltd,Professional Services,FY-1,15736978,4281498,4092399,2759000,2778304,1699951,2819955,24706,5108358,6516043,10919158,4976533,400347,1485575,3063939,394840,490238,296854,224513,136024,933052
77,Nova Group Pty Ltd,Professional Services,FY0,17066589,4634080,4429004,3018927,2946152,1843579,3058211,26794,5539961,7102385,11841713,4836998,389122,2191296,4719339,292276,677410,471539,207400,235343,1020955
78,Urban Services Pty Ltd,Retail Trade,FY-2,21335004,1978667,1750344,577298,853808,1345299,3830371,1184743,7054648,7676042,19688726,9552032,931348,1823606,4682815,826527,662525,110209,640263,250984,241698
78,Urban Services Pty Ltd,Retail Trade,FY-1,22454446,2283078,2042774,827371,1140626,1415886,4031349,1246907,7424803,7646800,20721788,8912648,869006,2064316,5029193,911892,643246,159857,787412,279812,346397
78,Urban Services Pty Ltd,Retail Trade,FY0,22779666,2447266,2203483,981654,1653327,1436393,4089738,1264966,7532341,7989117,21021914,8316061,810838,2110235,5525616,917257,832239,153560,840649,161427,410991
79,Highland Trading Pty Ltd,Retail Trade,FY-2,3066904,170087,115371,7746,58925,289853,439829,440268,1226204,1095644,3311625,1268320,105043,420639,997045,108999,108285,860,144071,15840,2582
79,Highland Trading Pty Ltd,Retail Trade,FY-1,2516338,120737,75843,-12245,59431,237819,360872,361232,1006078,1006799,2717127,1211447,100332,335000,1001693,80580,76540,0,79817,24496,0
79,Highland Trading Pty Ltd,Retail Trade,FY0,2108076,125841,88231,-3801,13183,199234,302322,302624,842847,733095,2276288,1157123,95833,406360,994346,80086,78768,0,27199,14006,0
80,Peak Logistics Pty Ltd,Construction,FY-2,48742790,3067090,1716048,530773,2887814,3291258,9196455,5625846,19360242,25021136,43572043,12493360,984953,4872222,11017795,979560,1154664,98763,970876,432357,200323
80,Peak Logistics Pty Ltd,Construction,FY-1,59730190,4185767,2530179,1150289,3619676,4033160,11269482,6894001,23724349,34848820,53393874,11996106,945750,4543421,11336259,1268191,2357370,170577,1485914,788501,434140
80,Peak Logistics Pty Ltd,Construction,FY0,56652159,4536574,2966302,1494241,1990396,3825322,10688740,6538737,22501779,28968358,50642367,11518643,908108,5783527,12026432,788186,2053290,274522,1159345,428673,563953
